HEADER:,V_BAT,I_BAT,PEDAL_TIME,WHEEL_TIME,GPS_DATE,GPS_TIME,GPS_LAT,GPS_LNG
MEDIDA:,806,110,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,110,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,107,0,1626,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,113,0,1638,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,107,0,1638,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,112,0,1625,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,802,110,0,1625,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,108,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,110,0,1633,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,107,0,1633,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,110,0,1624,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,800,111,0,1624,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,108,0,1626,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,789,111,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,108,0,1621,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,110,0,1628,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,111,0,1628,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,107,0,1632,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,110,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,109,0,1631,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,108,0,1628,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,802,113,0,1635,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,107,0,1635,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,112,0,1627,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,109,0,1627,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,108,0,1634,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,111,0,1635,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,106,0,1635,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
